Raw_Output_Name,Output_Name,RawBusNum,Bus,PlantNames,Fuel,GenFuelType,Max_Cap,Min_Cap,gen_categ,ClassCategory,SourceRowCount,SourceRawRowIDs,SourceBusNames,SourceBusAreaNames
GROTON_NG_Connecticut_209,GROTON_NG_Connecticut_209,5498,5498,GROTON_NG_Connecticut,NG (Natural Gas),Gas,7.5,1.36,below_50,Gas_below_50,1,963,GROTON 11 2,Connecticut
GROTON_NG_Connecticut_210,GROTON_NG_Connecticut_210,5498,5498,GROTON_NG_Connecticut,NG (Natural Gas),Gas,7.5,1.49,below_50,Gas_below_50,1,964,GROTON 11 2,Connecticut
GROTON_NG_Connecticut_211,GROTON_NG_Connecticut_211,5498,5498,GROTON_NG_Connecticut,NG (Natural Gas),Gas,7.5,2.99,below_50,Gas_below_50,1,965,GROTON 11 2,Connecticut
GROTON_NG_Connecticut_212,GROTON_NG_Connecticut_212,5498,5498,GROTON_NG_Connecticut,NG (Natural Gas),Gas,7.5,1.65,below_50,Gas_below_50,1,966,GROTON 11 2,Connecticut
STAMFORD_O_Connecticut,STAMFORD_O_Connecticut,5505,5505,STAMFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,23.2,10.68,below_50,Oil_below_50,1,967,STAMFORD 10 5,Connecticut
STAMFORD_O_Connecticut_213,STAMFORD_O_Connecticut_213,5505,5505,STAMFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,23.2,9.28,below_50,Oil_below_50,1,968,STAMFORD 10 5,Connecticut
STAMFORD_O_Connecticut_214,STAMFORD_O_Connecticut_214,5506,5506,STAMFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,23.2,3.66,below_50,Oil_below_50,1,969,STAMFORD 10 6,Connecticut
STAMFORD_O_Connecticut_215,STAMFORD_O_Connecticut_215,5506,5506,STAMFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,23.2,11.06,below_50,Oil_below_50,1,970,STAMFORD 10 6,Connecticut
STAMFORD_O_Connecticut_216,STAMFORD_O_Connecticut_216,5507,5507,STAMFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,23.2,6.47,below_50,Oil_below_50,1,971,STAMFORD 10 7,Connecticut
NEWMILFORD_NG_Connecticut,NEWMILFORD_NG_Connecticut,5510,5510,NEWMILFORD_NG_Connecticut,NG (Natural Gas),Gas,10.1,1.66,below_50,Gas_below_50,1,972,NEW MILFORD 6 1,Connecticut
NEWMILFORD_NG_Connecticut_217,NEWMILFORD_NG_Connecticut_217,5510,5510,NEWMILFORD_NG_Connecticut,NG (Natural Gas),Gas,10.1,4.57,below_50,Gas_below_50,1,973,NEW MILFORD 6 1,Connecticut
MIDDLETOWN_O_Connecticut,MIDDLETOWN_O_Connecticut,5518,5518,MIDDLETOWN_O_Connecticut,DFO (Distillate Fuel Oil),Oil,60.5,13.79,50_100,Oil_50_100,1,978,MIDDLETOWN 8 1,Connecticut
MIDDLETOWN_O_Connecticut_218,MIDDLETOWN_O_Connecticut_218,5518,5518,MIDDLETOWN_O_Connecticut,DFO (Distillate Fuel Oil),Oil,60.5,9.17,50_100,Oil_50_100,1,979,MIDDLETOWN 8 1,Connecticut
MIDDLETOWN_O_Connecticut_219,MIDDLETOWN_O_Connecticut_219,5518,5518,MIDDLETOWN_O_Connecticut,DFO (Distillate Fuel Oil),Oil,60.5,13.93,50_100,Oil_50_100,1,980,MIDDLETOWN 8 1,Connecticut
MIDDLETOWN_O_Connecticut_220,MIDDLETOWN_O_Connecticut_220,5518,5518,MIDDLETOWN_O_Connecticut,DFO (Distillate Fuel Oil),Oil,60.5,6.53,50_100,Oil_50_100,1,981,MIDDLETOWN 8 1,Connecticut
BRISTOL_NG_Connecticut,BRISTOL_NG_Connecticut,5523,5523,BRISTOL_NG_Connecticut,NG (Natural Gas),Gas,4.0,1.47,below_50,Gas_below_50,1,982,BRISTOL 16 2,Connecticut
BRISTOL_NG_Connecticut_221,BRISTOL_NG_Connecticut_221,5523,5523,BRISTOL_NG_Connecticut,NG (Natural Gas),Gas,3.0,1.47,below_50,Gas_below_50,1,983,BRISTOL 16 2,Connecticut
NORWICH_O_Connecticut_222,NORWICH_O_Connecticut_222,5527,5527,NORWICH_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.5,0.99,below_50,Oil_below_50,1,984,NORWICH 8 2,Connecticut
NORWICH_O_Connecticut_223,NORWICH_O_Connecticut_223,5527,5527,NORWICH_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.5,0.36,below_50,Oil_below_50,1,985,NORWICH 8 2,Connecticut
WALLINGFORD_NG_Connecticut_224,WALLINGFORD_NG_Connecticut_224,5531,5531,WALLINGFORD_NG_Connecticut,NG (Natural Gas),Gas,84.0,11.96,50_100,Gas_50_100,1,986,WALLINGFORD 10 2,Connecticut
NEWMILFORD_NG_Connecticut_225,NEWMILFORD_NG_Connecticut_225,5534,5534,NEWMILFORD_NG_Connecticut,NG (Natural Gas),Gas,16.1,4.8,below_50,Gas_below_50,1,987,NEW MILFORD 7 2,Connecticut
MIDDLETOWN_NG_Connecticut,MIDDLETOWN_NG_Connecticut,5542,5542,MIDDLETOWN_NG_Connecticut,NG (Natural Gas),Gas,0.4,0.07,below_50,Gas_below_50,1,988,MIDDLETOWN 9 6,Connecticut
MIDDLETOWN_NG_Connecticut_226,MIDDLETOWN_NG_Connecticut_226,5543,5543,MIDDLETOWN_NG_Connecticut,NG (Natural Gas),Gas,2.4,0.96,below_50,Gas_below_50,1,989,MIDDLETOWN 9 7,Connecticut
MIDDLETOWN_NG_Connecticut_227,MIDDLETOWN_NG_Connecticut_227,5545,5545,MIDDLETOWN_NG_Connecticut,NG (Natural Gas),Gas,231.0,97.49,200_300,Gas_200_300,1,990,MIDDLETOWN 9 9,Connecticut
MIDDLETOWN_NG_Connecticut_228,MIDDLETOWN_NG_Connecticut_228,5546,5546,MIDDLETOWN_NG_Connecticut,NG (Natural Gas),Gas,231.0,112.37,200_300,Gas_200_300,1,991,MIDDLETOWN 9 10,Connecticut
MIDDLETOWN_NG_Connecticut_229,MIDDLETOWN_NG_Connecticut_229,5547,5547,MIDDLETOWN_NG_Connecticut,NG (Natural Gas),Gas,231.0,108.16,200_300,Gas_200_300,1,992,MIDDLETOWN 9 11,Connecticut
MIDDLETOWN_O_Connecticut_230,MIDDLETOWN_O_Connecticut_230,5553,5553,MIDDLETOWN_O_Connecticut,DFO (Distillate Fuel Oil),Oil,196.6,91.58,100_200,Oil_100_200,1,993,MIDDLETOWN 10 4,Connecticut
MIDDLETOWN_O_Connecticut_231,MIDDLETOWN_O_Connecticut_231,5554,5554,MIDDLETOWN_O_Connecticut,DFO (Distillate Fuel Oil),Oil,196.6,50.47,100_200,Oil_100_200,1,994,MIDDLETOWN 10 5,Connecticut
MIDDLETOWN_O_Connecticut_232,MIDDLETOWN_O_Connecticut_232,5555,5555,MIDDLETOWN_O_Connecticut,DFO (Distillate Fuel Oil),Oil,196.6,38.4,100_200,Oil_100_200,1,995,MIDDLETOWN 10 6,Connecticut
MIDDLETOWN_O_Connecticut_233,MIDDLETOWN_O_Connecticut_233,5556,5556,MIDDLETOWN_O_Connecticut,DFO (Distillate Fuel Oil),Oil,196.6,41.73,100_200,Oil_100_200,1,996,MIDDLETOWN 10 7,Connecticut
MIDDLETOWN_O_Connecticut_234,MIDDLETOWN_O_Connecticut_234,5557,5557,MIDDLETOWN_O_Connecticut,DFO (Distillate Fuel Oil),Oil,0.5,0.18,below_50,Oil_below_50,1,997,MIDDLETOWN 10 8,Connecticut
MIDDLETOWN_O_Connecticut_235,MIDDLETOWN_O_Connecticut_235,5558,5558,MIDDLETOWN_O_Connecticut,DFO (Distillate Fuel Oil),Oil,0.5,0.07,below_50,Oil_below_50,1,998,MIDDLETOWN 10 9,Connecticut
BRIDGEPORT_NG_Connecticut,BRIDGEPORT_NG_Connecticut,5562,5562,BRIDGEPORT_NG_Connecticut,NG (Natural Gas),Gas,14.9,5.85,below_50,Gas_below_50,1,999,BRIDGEPORT 12 2,Connecticut
BRIDGEPORT_NG_Connecticut_236,BRIDGEPORT_NG_Connecticut_236,5576,5576,BRIDGEPORT_NG_Connecticut,NG (Natural Gas),Gas,173.33,68.94,100_200,Gas_100_200,1,1006,BRIDGEPORT 13 5,Connecticut
BRIDGEPORT_NG_Connecticut_237,BRIDGEPORT_NG_Connecticut_237,5577,5577,BRIDGEPORT_NG_Connecticut,NG (Natural Gas),Gas,173.33,17.71,100_200,Gas_100_200,1,1007,BRIDGEPORT 13 6,Connecticut
BRIDGEPORT_NG_Connecticut_238,BRIDGEPORT_NG_Connecticut_238,5578,5578,BRIDGEPORT_NG_Connecticut,NG (Natural Gas),Gas,173.33,35.71,100_200,Gas_100_200,1,1008,BRIDGEPORT 13 7,Connecticut
WATERBURY_NG_Connecticut,WATERBURY_NG_Connecticut,5581,5581,WATERBURY_NG_Connecticut,NG (Natural Gas),Gas,96.0,25.34,50_100,Gas_50_100,1,1009,WATERBURY 15 1,Connecticut
WATERBURY_NG_Connecticut_239,WATERBURY_NG_Connecticut_239,5582,5582,WATERBURY_NG_Connecticut,NG (Natural Gas),Gas,1.1,0.41,below_50,Gas_below_50,1,1010,WATERBURY 15 2,Connecticut
MILFORD_O_Connecticut_240,MILFORD_O_Connecticut_240,5591,5591,MILFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,44.52,7.43,below_50,Oil_below_50,1,1013,MILFORD 20 2,Connecticut
MILFORD_O_Connecticut_241,MILFORD_O_Connecticut_241,5591,5591,MILFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,44.52,19.79,below_50,Oil_below_50,1,1014,MILFORD 20 2,Connecticut
MILFORD_O_Connecticut_242,MILFORD_O_Connecticut_242,5591,5591,MILFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,44.52,8.32,below_50,Oil_below_50,1,1015,MILFORD 20 2,Connecticut
MILFORD_O_Connecticut_243,MILFORD_O_Connecticut_243,5591,5591,MILFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,44.52,11.62,below_50,Oil_below_50,1,1016,MILFORD 20 2,Connecticut
MILFORD_O_Connecticut_244,MILFORD_O_Connecticut_244,5591,5591,MILFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,44.52,10.94,below_50,Oil_below_50,1,1017,MILFORD 20 2,Connecticut
WINDSORLOCKS_NG_Connecticut_245,WINDSORLOCKS_NG_Connecticut_245,5596,5596,WINDSORLOCKS_NG_Connecticut,NG (Natural Gas),Gas,23.67,6.21,below_50,Gas_below_50,1,1018,WINDSOR LOCKS 3 1,Connecticut
WINDSORLOCKS_NG_Connecticut_246,WINDSORLOCKS_NG_Connecticut_246,5597,5597,WINDSORLOCKS_NG_Connecticut,NG (Natural Gas),Gas,23.67,7.15,below_50,Gas_below_50,1,1019,WINDSOR LOCKS 3 2,Connecticut
WINDSORLOCKS_NG_Connecticut_247,WINDSORLOCKS_NG_Connecticut_247,5597,5597,WINDSORLOCKS_NG_Connecticut,NG (Natural Gas),Gas,23.67,3.23,below_50,Gas_below_50,1,1020,WINDSOR LOCKS 3 2,Connecticut
DANBURY_NG_Connecticut,DANBURY_NG_Connecticut,5603,5603,DANBURY_NG_Connecticut,NG (Natural Gas),Gas,4.3,2.04,below_50,Gas_below_50,1,1021,DANBURY 9 1,Connecticut
NORWALK_O_Connecticut,NORWALK_O_Connecticut,5606,5606,NORWALK_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.0,0.95,below_50,Oil_below_50,1,1022,NORWALK 12 2,Connecticut
NORWALK_O_Connecticut_248,NORWALK_O_Connecticut_248,5606,5606,NORWALK_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.0,0.82,below_50,Oil_below_50,1,1023,NORWALK 12 2,Connecticut
NORWALK_O_Connecticut_249,NORWALK_O_Connecticut_249,5607,5607,NORWALK_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.0,0.73,below_50,Oil_below_50,1,1024,NORWALK 12 3,Connecticut
GROTON_O_Connecticut_250,GROTON_O_Connecticut_250,5611,5611,GROTON_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.5,1.09,below_50,Oil_below_50,1,1025,GROTON 12 2,Connecticut
GROTON_O_Connecticut_251,GROTON_O_Connecticut_251,5612,5612,GROTON_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.5,0.93,below_50,Oil_below_50,1,1026,GROTON 12 3,Connecticut
WALLINGFORD_NG_Connecticut_252,WALLINGFORD_NG_Connecticut_252,5628,5628,WALLINGFORD_NG_Connecticut,NG (Natural Gas),Gas,50.0,5.8,below_50,Gas_below_50,1,1044,WALLINGFORD 11 6,Connecticut
WALLINGFORD_NG_Connecticut_253,WALLINGFORD_NG_Connecticut_253,5629,5629,WALLINGFORD_NG_Connecticut,NG (Natural Gas),Gas,50.0,5.66,below_50,Gas_below_50,1,1045,WALLINGFORD 11 7,Connecticut
WALLINGFORD_NG_Connecticut_254,WALLINGFORD_NG_Connecticut_254,5630,5630,WALLINGFORD_NG_Connecticut,NG (Natural Gas),Gas,50.0,22.82,below_50,Gas_below_50,1,1046,WALLINGFORD 11 8,Connecticut
WALLINGFORD_NG_Connecticut_255,WALLINGFORD_NG_Connecticut_255,5631,5631,WALLINGFORD_NG_Connecticut,NG (Natural Gas),Gas,50.0,24.63,below_50,Gas_below_50,1,1047,WALLINGFORD 11 9,Connecticut
WALLINGFORD_NG_Connecticut_256,WALLINGFORD_NG_Connecticut_256,5632,5632,WALLINGFORD_NG_Connecticut,NG (Natural Gas),Gas,50.0,22.69,below_50,Gas_below_50,1,1048,WALLINGFORD 11 10,Connecticut
STORRSMANSFIELD_NG_Connecticut,STORRSMANSFIELD_NG_Connecticut,5635,5635,STORRSMANSFIELD_NG_Connecticut,NG (Natural Gas),Gas,6.9,1.46,below_50,Gas_below_50,1,1049,STORRS MANSFIELD 4 1,Connecticut
STORRSMANSFIELD_NG_Connecticut_257,STORRSMANSFIELD_NG_Connecticut_257,5635,5635,STORRSMANSFIELD_NG_Connecticut,NG (Natural Gas),Gas,6.9,2.93,below_50,Gas_below_50,1,1050,STORRS MANSFIELD 4 1,Connecticut
STORRSMANSFIELD_NG_Connecticut_258,STORRSMANSFIELD_NG_Connecticut_258,5635,5635,STORRSMANSFIELD_NG_Connecticut,NG (Natural Gas),Gas,6.9,3.35,below_50,Gas_below_50,1,1051,STORRS MANSFIELD 4 1,Connecticut
WALLINGFORD_O_Connecticut,WALLINGFORD_O_Connecticut,5638,5638,WALLINGFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,1.8,0.37,below_50,Oil_below_50,1,1052,WALLINGFORD 12 2,Connecticut
WALLINGFORD_O_Connecticut_259,WALLINGFORD_O_Connecticut_259,5638,5638,WALLINGFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,1.8,0.37,below_50,Oil_below_50,1,1053,WALLINGFORD 12 2,Connecticut
WALLINGFORD_O_Connecticut_260,WALLINGFORD_O_Connecticut_260,5639,5639,WALLINGFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,1.8,0.58,below_50,Oil_below_50,1,1054,WALLINGFORD 12 3,Connecticut
WALLINGFORD_O_Connecticut_261,WALLINGFORD_O_Connecticut_261,5639,5639,WALLINGFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,1.45,0.4,below_50,Oil_below_50,1,1055,WALLINGFORD 12 3,Connecticut
WALLINGFORD_O_Connecticut_262,WALLINGFORD_O_Connecticut_262,5640,5640,WALLINGFORD_O_Connecticut,DFO (Distillate Fuel Oil),Oil,1.45,0.51,below_50,Oil_below_50,1,1056,WALLINGFORD 12 4,Connecticut
NORWICH_O_Connecticut_263,NORWICH_O_Connecticut_263,5644,5644,NORWICH_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.0,0.26,below_50,Oil_below_50,1,1057,NORWICH 9 2,Connecticut
NORWICH_O_Connecticut_264,NORWICH_O_Connecticut_264,5645,5645,NORWICH_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.5,0.4,below_50,Oil_below_50,1,1058,NORWICH 9 3,Connecticut
NORWICH_O_Connecticut_265,NORWICH_O_Connecticut_265,5647,5647,NORWICH_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.5,0.55,below_50,Oil_below_50,1,1059,NORWICH 9 5,Connecticut
NORWICH_O_Connecticut_266,NORWICH_O_Connecticut_266,5647,5647,NORWICH_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.5,0.4,below_50,Oil_below_50,1,1060,NORWICH 9 5,Connecticut
NORWICH_O_Connecticut_267,NORWICH_O_Connecticut_267,5648,5648,NORWICH_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.5,1.01,below_50,Oil_below_50,1,1061,NORWICH 9 6,Connecticut
UNCASVILLE_O_Connecticut_268,UNCASVILLE_O_Connecticut_268,5652,5652,UNCASVILLE_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.5,0.95,below_50,Oil_below_50,1,1062,UNCASVILLE 4 2,Connecticut
UNCASVILLE_O_Connecticut_269,UNCASVILLE_O_Connecticut_269,5652,5652,UNCASVILLE_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.5,0.79,below_50,Oil_below_50,1,1063,UNCASVILLE 4 2,Connecticut
UNCASVILLE_O_Connecticut_270,UNCASVILLE_O_Connecticut_270,5653,5653,UNCASVILLE_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.5,1.04,below_50,Oil_below_50,1,1064,UNCASVILLE 4 3,Connecticut
UNCASVILLE_O_Connecticut_271,UNCASVILLE_O_Connecticut_271,5653,5653,UNCASVILLE_O_Connecticut,DFO (Distillate Fuel Oil),Oil,2.5,0.33,below_50,Oil_below_50,1,1065,UNCASVILLE 4 3,Connecticut
TORRINGTON_O_Connecticut_272,TORRINGTON_O_Connecticut_272,5656,5656,TORRINGTON_O_Connecticut,DFO (Distillate Fuel Oil),Oil,21.8,2.92,below_50,Oil_below_50,1,1066,TORRINGTON 6 1,Connecticut
HARTFORD_NG_Connecticut_273,HARTFORD_NG_Connecticut_273,5660,5660,HARTFORD_NG_Connecticut,NG (Natural Gas),Gas,39.1,18.98,below_50,Gas_below_50,1,1067,HARTFORD 14 3,Connecticut
HARTFORD_NG_Connecticut_274,HARTFORD_NG_Connecticut_274,5661,5661,HARTFORD_NG_Connecticut,NG (Natural Gas),Gas,1.4,0.45,below_50,Gas_below_50,1,1068,HARTFORD 14 4,Connecticut
HARTFORD_NG_Connecticut_275,HARTFORD_NG_Connecticut_275,5661,5661,HARTFORD_NG_Connecticut,NG (Natural Gas),Gas,39.1,12.88,below_50,Gas_below_50,1,1069,HARTFORD 14 4,Connecticut
WATERFORD_Nuc_Connecticut,WATERFORD_Nuc_Connecticut,5669,5669,WATERFORD_Nuc_Connecticut,NUC (Nuclear),Nuclear,1081.45,449.67,ovr_1000,Nuclear_ovr_1000,1,1072,WATERFORD 2 4,Connecticut
WATERFORD_Nuc_Connecticut_276,WATERFORD_Nuc_Connecticut_276,5670,5670,WATERFORD_Nuc_Connecticut,NUC (Nuclear),Nuclear,1081.45,491.12,ovr_1000,Nuclear_ovr_1000,1,1073,WATERFORD 2 5,Connecticut
STONYBROOK_NG_New_York_City,STONYBROOK_NG_New_York_City,6923,6923,STONYBROOK_NG_New_York_City,NG (Natural Gas),Gas,47.0,6.08,below_50,Gas_below_50,1,1075,STONY BROOK 2 1,New York City
NEWYORK_O_New_York_City,NEWYORK_O_New_York_City,6926,6926,NEWYORK_O_New_York_City,DFO (Distillate Fuel Oil),Oil,18.5,1.96,below_50,Oil_below_50,1,1076,NEW YORK 68 2,New York City
NEWYORK_O_New_York_City_277,NEWYORK_O_New_York_City_277,6926,6926,NEWYORK_O_New_York_City,DFO (Distillate Fuel Oil),Oil,18.5,7.39,below_50,Oil_below_50,1,1077,NEW YORK 68 2,New York City
HOLTSVILLE_O_New_York_City,HOLTSVILLE_O_New_York_City,6929,6929,HOLTSVILLE_O_New_York_City,DFO (Distillate Fuel Oil),Oil,94.5,20.02,50_100,Oil_50_100,1,1078,HOLTSVILLE 2 1,New York City
HOLTSVILLE_O_New_York_City_278,HOLTSVILLE_O_New_York_City_278,6929,6929,HOLTSVILLE_O_New_York_City,DFO (Distillate Fuel Oil),Oil,94.5,13.4,50_100,Oil_50_100,1,1079,HOLTSVILLE 2 1,New York City
HOLTSVILLE_O_New_York_City_279,HOLTSVILLE_O_New_York_City_279,6929,6929,HOLTSVILLE_O_New_York_City,DFO (Distillate Fuel Oil),Oil,94.5,41.12,50_100,Oil_50_100,1,1080,HOLTSVILLE 2 1,New York City
HOLTSVILLE_O_New_York_City_280,HOLTSVILLE_O_New_York_City_280,6929,6929,HOLTSVILLE_O_New_York_City,DFO (Distillate Fuel Oil),Oil,94.5,14.61,50_100,Oil_50_100,1,1081,HOLTSVILLE 2 1,New York City
HOLTSVILLE_O_New_York_City_281,HOLTSVILLE_O_New_York_City_281,6929,6929,HOLTSVILLE_O_New_York_City,DFO (Distillate Fuel Oil),Oil,94.5,17.97,50_100,Oil_50_100,1,1082,HOLTSVILLE 2 1,New York City
HOLTSVILLE_O_New_York_City_282,HOLTSVILLE_O_New_York_City_282,6929,6929,HOLTSVILLE_O_New_York_City,DFO (Distillate Fuel Oil),Oil,94.5,27.47,50_100,Oil_50_100,1,1083,HOLTSVILLE 2 1,New York City
LONGISLANDCITY_NG_New_York_City,LONGISLANDCITY_NG_New_York_City,6934,6934,LONGISLANDCITY_NG_New_York_City,NG (Natural Gas),Gas,609.0,126.33,600_800,Gas_600_800,1,1084,LONG ISLAND CITY 1 2,New York City
LONGISLANDCITY_NG_New_York_City_283,LONGISLANDCITY_NG_New_York_City_283,6935,6935,LONGISLANDCITY_NG_New_York_City,NG (Natural Gas),Gas,609.0,123.46,600_800,Gas_600_800,1,1085,LONG ISLAND CITY 1 3,New York City
LONGISLANDCITY_NG_New_York_City_284,LONGISLANDCITY_NG_New_York_City_284,6936,6936,LONGISLANDCITY_NG_New_York_City,NG (Natural Gas),Gas,609.0,250.73,600_800,Gas_600_800,1,1086,LONG ISLAND CITY 1 4,New York City
NEWBURGH_O_New_York_City,NEWBURGH_O_New_York_City,6939,6939,NEWBURGH_O_New_York_City,DFO (Distillate Fuel Oil),Oil,37.72,13.97,below_50,Oil_below_50,1,1087,NEWBURGH 6 1,New York City
NEWBURGH_O_New_York_City_285,NEWBURGH_O_New_York_City_285,6939,6939,NEWBURGH_O_New_York_City,DFO (Distillate Fuel Oil),Oil,37.72,16.08,below_50,Oil_below_50,1,1088,NEWBURGH 6 1,New York City
NEWBURGH_O_New_York_City_286,NEWBURGH_O_New_York_City_286,6939,6939,NEWBURGH_O_New_York_City,DFO (Distillate Fuel Oil),Oil,37.72,16.58,below_50,Oil_below_50,1,1089,NEWBURGH 6 1,New York City
NEWBURGH_O_New_York_City_287,NEWBURGH_O_New_York_City_287,6939,6939,NEWBURGH_O_New_York_City,DFO (Distillate Fuel Oil),Oil,37.72,4.55,below_50,Oil_below_50,1,1090,NEWBURGH 6 1,New York City
NEWBURGH_O_New_York_City_288,NEWBURGH_O_New_York_City_288,6939,6939,NEWBURGH_O_New_York_City,DFO (Distillate Fuel Oil),Oil,0.7,0.25,below_50,Oil_below_50,1,1091,NEWBURGH 6 1,New York City
BRONX_NG_New_York_City,BRONX_NG_New_York_City,6942,6942,BRONX_NG_New_York_City,NG (Natural Gas),Gas,12.9,3.12,below_50,Gas_below_50,1,1092,BRONX 83 2,New York City
BRONX_NG_New_York_City_289,BRONX_NG_New_York_City_289,6943,6943,BRONX_NG_New_York_City,NG (Natural Gas),Gas,12.9,4.17,below_50,Gas_below_50,1,1093,BRONX 83 3,New York City
SPEONK_O_New_York_City,SPEONK_O_New_York_City,6946,6946,SPEONK_O_New_York_City,DFO (Distillate Fuel Oil),Oil,35.75,9.31,below_50,Oil_below_50,1,1094,SPEONK 1 1,New York City
SPEONK_O_New_York_City_290,SPEONK_O_New_York_City_290,6946,6946,SPEONK_O_New_York_City,DFO (Distillate Fuel Oil),Oil,35.75,5.33,below_50,Oil_below_50,1,1095,SPEONK 1 1,New York City
BRONX_NG_New_York_City_291,BRONX_NG_New_York_City_291,6949,6949,BRONX_NG_New_York_City,NG (Natural Gas),Gas,0.9,0.25,below_50,Gas_below_50,1,1096,BRONX 84 2,New York City
BRONX_NG_New_York_City_292,BRONX_NG_New_York_City_292,6949,6949,BRONX_NG_New_York_City,NG (Natural Gas),Gas,0.9,0.15,below_50,Gas_below_50,1,1097,BRONX 84 2,New York City
BRONX_NG_New_York_City_293,BRONX_NG_New_York_City_293,6950,6950,BRONX_NG_New_York_City,NG (Natural Gas),Gas,0.9,0.17,below_50,Gas_below_50,1,1098,BRONX 84 3,New York City
BRONX_NG_New_York_City_294,BRONX_NG_New_York_City_294,6950,6950,BRONX_NG_New_York_City,NG (Natural Gas),Gas,0.9,0.44,below_50,Gas_below_50,1,1099,BRONX 84 3,New York City
BROOKLYN_O_New_York_City,BROOKLYN_O_New_York_City,6954,6954,BROOKLYN_O_New_York_City,DFO (Distillate Fuel Oil),Oil,53.33,20.51,50_100,Oil_50_100,1,1100,BROOKLYN 114 2,New York City
BROOKLYN_O_New_York_City_295,BROOKLYN_O_New_York_City_295,6955,6955,BROOKLYN_O_New_York_City,DFO (Distillate Fuel Oil),Oil,53.33,24.7,50_100,Oil_50_100,1,1101,BROOKLYN 114 3,New York City
BROOKLYN_O_New_York_City_296,BROOKLYN_O_New_York_City_296,6956,6956,BROOKLYN_O_New_York_City,DFO (Distillate Fuel Oil),Oil,53.33,14.78,50_100,Oil_50_100,1,1102,BROOKLYN 114 4,New York City
BROOKLYN_O_New_York_City_297,BROOKLYN_O_New_York_City_297,6957,6957,BROOKLYN_O_New_York_City,DFO (Distillate Fuel Oil),Oil,53.33,24.92,50_100,Oil_50_100,1,1103,BROOKLYN 114 5,New York City
BROOKLYN_O_New_York_City_298,BROOKLYN_O_New_York_City_298,6958,6958,BROOKLYN_O_New_York_City,DFO (Distillate Fuel Oil),Oil,53.33,19.48,50_100,Oil_50_100,1,1104,BROOKLYN 114 6,New York City
BROOKLYN_O_New_York_City_299,BROOKLYN_O_New_York_City_299,6959,6959,BROOKLYN_O_New_York_City,DFO (Distillate Fuel Oil),Oil,53.33,12.07,50_100,Oil_50_100,1,1105,BROOKLYN 114 7,New York City
BRONX_NG_New_York_City_300,BRONX_NG_New_York_City_300,6963,6963,BRONX_NG_New_York_City,NG (Natural Gas),Gas,47.0,9.69,below_50,Gas_below_50,1,1106,BRONX 85 2,New York City
BRONX_NG_New_York_City_301,BRONX_NG_New_York_City_301,6964,6964,BRONX_NG_New_York_City,NG (Natural Gas),Gas,47.0,13.14,below_50,Gas_below_50,1,1107,BRONX 85 3,New York City
STATENISLAND_NG_New_York_City,STATENISLAND_NG_New_York_City,6967,6967,STATENISLAND_NG_New_York_City,NG (Natural Gas),Gas,47.0,9.75,below_50,Gas_below_50,1,1108,STATEN ISLAND 35 1,New York City
STATENISLAND_NG_New_York_City_302,STATENISLAND_NG_New_York_City_302,6967,6967,STATENISLAND_NG_New_York_City,NG (Natural Gas),Gas,0.8,0.37,below_50,Gas_below_50,1,1109,STATEN ISLAND 35 1,New York City
STATENISLAND_NG_New_York_City_303,STATENISLAND_NG_New_York_City_303,6967,6967,STATENISLAND_NG_New_York_City,NG (Natural Gas),Gas,0.8,0.19,below_50,Gas_below_50,1,1110,STATEN ISLAND 35 1,New York City
BUCHANAN_Nuc_New_York_City,BUCHANAN_Nuc_New_York_City,6974,6974,BUCHANAN_Nuc_New_York_City,NUC (Nuclear),Nuclear,1012.0,138.83,ovr_1000,Nuclear_ovr_1000,1,1113,BUCHANAN 1 3,New York City
