wkt_geom,name,folders,Substation Longitude,Substation Latitude,Number
PointZ (-94.18300146943299467 43.5838557499444974 0),BLUE EARTH 3 7,Buses,-94.18300147,43.58385575,51946
PointZ (-94.1884014694330034 43.5905050672158012 0),BLUE EARTH 3 8,Buses,-94.18840147,43.59050507,51947
PointZ (-93.35973296974630387 36.5240119988987999 0),BLUE EYE 1,Buses,-93.35973297,36.524012,58145
PointZ (-93.35541296974629688 36.52459059309330058 0),BLUE EYE 2,Buses,-93.35541297,36.52459059,58146
PointZ (-90.7412317991231987 41.4832047016966996 0),BLUE GRASS 1 1,Buses,-90.7412318,41.4832047,53770
PointZ (-90.73691179912320592 41.4832047016966996 0),BLUE GRASS 1 2,Buses,-90.7369118,41.4832047,53771
PointZ (-90.74962473005750496 41.44993727730609834 0),BLUE GRASS 2 1,Buses,-90.74962473,41.44993728,53772
PointZ (-90.78091404529999409 41.61259508908919713 0),BLUE GRASS 3 1,Buses,-90.78091405,41.61259509,53773
PointZ (-90.77659404530000131 41.61259508908919713 0),BLUE GRASS 3 2,Buses,-90.77659405,41.61259509,53774
PointZ (-68.5397942182290052 44.47217145188250242 0),BLUE HILL 1 1,Buses,-68.53979422,44.47217145,267
PointZ (-68.53547421822899821 44.47217145188250242 0),BLUE HILL 1 2,Buses,-68.53547422,44.47217145,268
PointZ (-68.63197171806849894 44.34678224134219704 0),BLUE HILL 2 1,Buses,-68.63197172,44.34678224,269
PointZ (-68.62765171806850617 44.34575245813940114 0),BLUE HILL 2 2,Buses,-68.62765172,44.34575246,270
PointZ (-68.48873081393759321 44.4329211201819021 0),BLUE HILL 3 1,Buses,-68.48873081,44.43292112,271
PointZ (-98.38198707310860414 40.29054449298219964 0),BLUE HILL 4 1,Buses,-98.38198707,40.29054449,66007
PointZ (-98.38198707310860414 40.28230602027799989 0),BLUE HILL 4 2,Buses,-98.38198707,40.28230602,66008
PointZ (-98.35858707310859472 40.2835418517190007 0),BLUE HILL 4 3,Buses,-98.35858707,40.28354185,66009
PointZ (-98.36398707310860345 40.28230602027799989 0),BLUE HILL 4 4,Buses,-98.36398707,40.28230602,66010
PointZ (-98.36398707310860345 40.29054449298219964 0),BLUE HILL 4 5,Buses,-98.36398707,40.29054449,66011
PointZ (-98.37346608980189444 40.35185059212489733 0),BLUE HILL 5 1,Buses,-98.37346609,40.35185059,67583
PointZ (-98.37886608980190317 40.35445685862600129 0),BLUE HILL 5 2,Buses,-98.37886609,40.35445686,67584
PointZ (-98.37886608980190317 40.35171341114470067 0),BLUE HILL 5 3,Buses,-98.37886609,40.35171341,67585
PointZ (-98.37886608980190317 40.34896985205160291 0),BLUE HILL 5 4,Buses,-98.37886609,40.34896985,67586
PointZ (-98.35546608980189376 40.35322232454539915 0),BLUE HILL 5 5,Buses,-98.35546609,40.35322232,67587
PointZ (-98.35546608980189376 40.34636336852680216 0),BLUE HILL 5 7,Buses,-98.35546609,40.34636337,67588
PointZ (-89.10790965189269741 39.72604584717910114 0),BLUE MOUND 1 1,Buses,-89.10790965,39.72604585,44764
PointZ (-89.21194240403730191 39.74152386712020046 0),BLUE MOUND 2 1,Buses,-89.2119424,39.74152387,44765
PointZ (-89.20762240403729493 39.74041659178269725 0),BLUE MOUND 2 2,Buses,-89.2076224,39.74041659,44766
PointZ (-89.08615281342669334 34.67043280763169832 0),BLUE MOUNTAIN 1,Buses,-89.08615281,34.67043281,30057
PointZ (-96.68516378726660321 39.68692439326780175 0),BLUE RAPIDS 1 1,Buses,-96.68516379,39.68692439,64621
PointZ (-96.67436378726659996 39.68276872103810149 0),BLUE RAPIDS 1 2,Buses,-96.67436379,39.68276872,64622
PointZ (-96.67436378726659996 39.68969469579249676 0),BLUE RAPIDS 1 3,Buses,-96.67436379,39.6896947,64623
PointZ (-96.63630865730209507 39.56377531678020176 0),BLUE RAPIDS 2 1,Buses,-96.63630866,39.56377532,64624
PointZ (-96.62550865730210603 39.56377531678020176 0),BLUE RAPIDS 2 2,Buses,-96.62550866,39.56377532,64625
PointZ (-79.73481943573570163 37.40150692774130192 0),BLUE RIDGE 1 1,Buses,-79.73481944,37.40150693,17657
PointZ (-79.66758009705949917 37.37274756719889979 0),BLUE RIDGE 2 1,Buses,-79.6675801,37.37274757,17658
PointZ (-84.32311625938810096 34.86011115616349798 0),BLUE RIDGE 3 1,Buses,-84.32311626,34.86011116,24211
PointZ (-84.31879625938809397 34.86070194897320107 0),BLUE RIDGE 3 2,Buses,-84.31879626,34.86070195,24212
PointZ (-84.31286304685589528 34.78450214080589831 0),BLUE RIDGE 4 1,Buses,-84.31286305,34.78450214,24213
PointZ (-84.23659061647190072 34.81498620826909729 0),BLUE RIDGE 5 1,Buses,-84.23659062,34.81498621,24214
PointZ (-84.26930140167860372 34.916913713751903 0),BLUE RIDGE 6 1,Buses,-84.2693014,34.91691371,24640
PointZ (-84.26930140167860372 34.90805741491009684 0),BLUE RIDGE 6 2,Buses,-84.2693014,34.90805741,24641
PointZ (-84.27470140167859824 34.91971800110120228 0),BLUE RIDGE 6 3,Buses,-84.2747014,34.919718,24642
PointZ (-84.25130140167860304 34.91986559392319833 0),BLUE RIDGE 6 4,Buses,-84.2513014,34.91986559,24643
PointZ (-84.25130140167860304 34.91396171673680016 0),BLUE RIDGE 6 6,Buses,-84.2513014,34.91396172,24644
PointZ (-94.27547102839800175 38.96008893796039985 0),BLUE SPRINGS 1 1,Buses,-94.27547103,38.96008894,57678
PointZ (-94.18978946994279511 39.0360148506241984 0),BLUE SPRINGS 2 1,Buses,-94.18978947,39.03601485,57679
PointZ (-94.18258946994279768 39.03377777454890207 0),BLUE SPRINGS 2 2,Buses,-94.18258947,39.03377777,57680
PointZ (-94.1919494699427986 39.03316256479649837 0),BLUE SPRINGS 2 3,Buses,-94.19194947,39.03316256,57681
PointZ (-94.18978946994279511 39.03265920995430349 0),BLUE SPRINGS 2 4,Buses,-94.18978947,39.03265921,57682
PointZ (-94.18258946994279768 39.03657410756589741 0),BLUE SPRINGS 2 5,Buses,-94.18258947,39.03657411,57683
PointZ (-94.21562832573559376 38.97579037274439884 0),BLUE SPRINGS 3 1,Buses,-94.21562833,38.97579037,57684
PointZ (-94.25056988565640381 38.99606773548659788 0),BLUE SPRINGS 4 1,Buses,-94.25056989,38.99606774,57685
PointZ (-94.24894988565640119 38.99648741562420184 0),BLUE SPRINGS 4 2,Buses,-94.24894989,38.99648742,57686
PointZ (-94.31389374380350432 39.05654698848179862 0),BLUE SPRINGS 5 1,Buses,-94.31389374,39.05654699,57687
PointZ (-94.3122737438035017 39.05675664940280001 0),BLUE SPRINGS 5 2,Buses,-94.31227374,39.05675665,57688
PointZ (-94.26061964156980366 39.04895011009689654 0),BLUE SPRINGS 6 1,Buses,-94.26061964,39.04895011,57689
PointZ (-94.25899964156980104 39.04895011009689654 0),BLUE SPRINGS 6 2,Buses,-94.25899964,39.04895011,57690
PointZ (-94.25899964156980104 39.0464338545211973 0),BLUE SPRINGS 6 3,Buses,-94.25899964,39.04643385,57691
PointZ (-94.26061964156980366 39.04706292700849701 0),BLUE SPRINGS 6 4,Buses,-94.26061964,39.04706293,57692
PointZ (-94.25899964156980104 39.04748230454259783 0),BLUE SPRINGS 6 6,Buses,-94.25899964,39.0474823,57693
PointZ (-94.2274967051553034 38.96352508711640183 0),BLUE SPRINGS 7 1,Buses,-94.22749671,38.96352509,57694
PointZ (-94.22317670515529642 38.96128571799619777 0),BLUE SPRINGS 7 2,Buses,-94.22317671,38.96128572,57695
PointZ (-94.22317670515529642 38.96408491732420032 0),BLUE SPRINGS 7 3,Buses,-94.22317671,38.96408492,57696
PointZ (-94.30224327560350162 38.90012592291689941 0),BLUE SPRINGS 8 1,Buses,-94.30224328,38.90012592,57697
PointZ (-94.30224327560350162 38.89886516005960004 0),BLUE SPRINGS 8 2,Buses,-94.30224328,38.89886516,57698
PointZ (-94.300623275603499 38.90012592291689941 0),BLUE SPRINGS 8 3,Buses,-94.30062328,38.90012592,57699
PointZ (-81.33509414828330364 37.26547287797399832 0),BLUEFIELD 1 1,Buses,-81.33509415,37.26547288,18239
PointZ (-81.32858468085869674 37.18516648545369918 0),BLUEFIELD 2 1,Buses,-81.32858468,37.18516649,18240
PointZ (-81.32138468085869931 37.18344562214799964 0),BLUEFIELD 2 2,Buses,-81.32138468,37.18344562,18241
PointZ (-81.33074468085870024 37.18224099481599865 0),BLUEFIELD 2 3,Buses,-81.33074468,37.18224099,18242
PointZ (-81.32858468085869674 37.18172472170879672 0),BLUEFIELD 2 4,Buses,-81.32858468,37.18172472,18243
PointZ (-81.32138468085869931 37.18574009645890044 0),BLUEFIELD 2 5,Buses,-81.32138468,37.1857401,18244
PointZ (-81.3190445577690042 37.31598540154409704 0),BLUEFIELD 3 1,Buses,-81.31904456,37.3159854,34918
PointZ (-81.31472455776899722 37.3165580174810998 0),BLUEFIELD 3 2,Buses,-81.31472456,37.31655802,34919
PointZ (-81.1861953410987951 37.41455746707689656 0),BLUEFIELD 4 1,Buses,-81.18619534,37.41455747,34920
PointZ (-81.18187534109880232 37.41512933125760298 0),BLUEFIELD 4 2,Buses,-81.18187534,37.41512933,34921
PointZ (-81.25353769393909431 37.25652165651379732 0),BLUEFIELD 5 1,Buses,-81.25353769,37.25652166,34922
PointZ (-81.1767950142918977 37.38669453340369841 0),BLUEFIELD 6 1,Buses,-81.17679501,37.38669453,34923
PointZ (-81.16959501429190027 37.3849782725297004 0),BLUEFIELD 6 2,Buses,-81.16959501,37.38497827,34924
PointZ (-81.17895501429190119 37.38377686685360146 0),BLUEFIELD 6 3,Buses,-81.17895501,37.38377687,34925
PointZ (-81.1767950142918977 37.38326197444030186 0),BLUEFIELD 6 4,Buses,-81.17679501,37.38326197,34926
PointZ (-81.16959501429190027 37.38726661025179965 0),BLUEFIELD 6 5,Buses,-81.16959501,37.38726661,34927
PointZ (-77.85486872182680429 39.0345860863229035 0),BLUEMONT 1,Buses,-77.85486872,39.03458609,18724
PointZ (-77.8505487218267973 39.03514535457220092 0),BLUEMONT 2,Buses,-77.85054872,39.03514535,18725
PointZ (-82.16471837760400376 36.53237271563020272 0),BLUFF CITY 1 1,Buses,-82.16471838,36.53237272,32114
PointZ (-82.25571055392249775 36.45546088572420018 0),BLUFF CITY 2 1,Buses,-82.25571055,36.45546089,32115
PointZ (-90.51430058464509898 39.77835036452739814 0),BLUFFS 1,Buses,-90.51430058,39.77835036,45816
PointZ (-80.75817424644360187 32.17438455618439974 0),BLUFFTON 1 1,Buses,-80.75817425,32.17438456,22484
PointZ (-85.11338286540170373 40.6686503374113002 0),BLUFFTON 10 1,Buses,-85.11338287,40.66865034,41134
PointZ (-80.86734404120150543 32.22824439047479927 0),BLUFFTON 2 1,Buses,-80.86734404,32.22824439,22485
PointZ (-80.96992025421819505 32.28259836291510254 0),BLUFFTON 3 1,Buses,-80.96992025,32.28259836,22486
PointZ (-80.96560025421820228 32.28320706070839918 0),BLUFFTON 3 2,Buses,-80.96560025,32.28320706,22487
PointZ (-80.96560025421820228 32.28564183304909818 0),BLUFFTON 3 3,Buses,-80.96560025,32.28564183,22488
PointZ (-80.89696901874680179 32.16846682228800347 0),BLUFFTON 4 1,Buses,-80.89696902,32.16846682,22489
PointZ (-80.89264901874679481 32.16785734679820052 0),BLUFFTON 4 2,Buses,-80.89264902,32.16785735,22490
PointZ (-80.89264901874679481 32.17029521106179857 0),BLUFFTON 4 3,Buses,-80.89264902,32.17029521,22491
PointZ (-83.92985919565710162 40.88256079447899793 0),BLUFFTON 5 1,Buses,-83.9298592,40.88256079,37160
PointZ (-83.86760729291819416 40.95018313270890076 0),BLUFFTON 6 1,Buses,-83.86760729,40.95018313,37161
PointZ (-83.84958968871249851 40.8901616671891972 0),BLUFFTON 7 1,Buses,-83.84958969,40.89016167,37162
PointZ (-85.16336066962780649 40.75280731943720269 0),BLUFFTON 8 1,Buses,-85.16336067,40.75280732,41132
PointZ (-85.21877233295950305 40.74567557406270168 0),BLUFFTON 9 1,Buses,-85.21877233,40.74567557,41133
PointZ (-88.72704234688680458 38.43297784241840276 0),BLUFORD 1 1,Buses,-88.72704235,38.43297784,45297
PointZ (-88.67559436935509609 38.4075914989682019 0),BLUFORD 2 1,Buses,-88.67559437,38.4075915,45298
PointZ (-88.67127436935510332 38.40646309214349685 0),BLUFORD 2 2,Buses,-88.67127437,38.40646309,45299
PointZ (-99.98643996455020044 44.53489373945979679 0),BLUNT 1,Buses,-99.98643996,44.53489374,68311
PointZ (-82.19183977681269937 33.24622602263210069 0),BLYTHE 1,Buses,-82.19183978,33.24622602,25000
PointZ (-89.87810412962079454 35.81375517503629879 0),BLYTHEVILLE 1 1,Buses,-89.87810413,35.81375518,59361
PointZ (-89.97560100718040133 35.91010304121620322 0),BLYTHEVILLE 2 1,Buses,-89.97560101,35.91010304,59362
PointZ (-89.85220504290749943 35.91660892496459923 0),BLYTHEVILLE 3 1,Buses,-89.85220504,35.91660892,59363
PointZ (-89.86930055193460021 35.92839602281190281 0),BLYTHEVILLE 4 1,Buses,-89.86930055,35.92839602,59364
PointZ (-89.86498055193459322 35.92897904027910272 0),BLYTHEVILLE 4 2,Buses,-89.86498055,35.92897904,59365
PointZ (-80.92866737171659963 34.25257995475899975 0),BLYTHEWOOD 1 1,Buses,-80.92866737,34.25257995,22783
PointZ (-80.92866737171659963 34.24900911860679997 0),BLYTHEWOOD 1 2,Buses,-80.92866737,34.24900912,22784
PointZ (-80.91930737171659871 34.2477592904782 0),BLYTHEWOOD 1 3,Buses,-80.91930737,34.24775929,22785
PointZ (-80.9214673717166022 34.24722364586119738 0),BLYTHEWOOD 1 4,Buses,-80.92146737,34.24722365,22786
PointZ (-80.9214673717166022 34.25317507795009675 0),BLYTHEWOOD 1 5,Buses,-80.92146737,34.25317508,22787
PointZ (-80.9214673717166022 34.25019941344309871 0),BLYTHEWOOD 1 7,Buses,-80.92146737,34.25019941,22788
PointZ (-81.04752603372340047 34.24204461901810248 0),BLYTHEWOOD 2 1,Buses,-81.04752603,34.24204462,22789
PointZ (-77.6691275351593049 40.71445221432259842 0),BOALSBURG 1,Buses,-77.66912754,40.71445221,14839
PointZ (-86.13532242797720073 34.23254361887229891 0),BOAZ 1 1,Buses,-86.13532243,34.23254362,28660
PointZ (-86.1137771066799047 34.11749825726799656 0),BOAZ 2 1,Buses,-86.11377711,34.11749826,28661
PointZ (-86.16557591676119898 34.18195248226329852 0),BOAZ 3 1,Buses,-86.16557592,34.18195248,28662
PointZ (-86.08047524932709393 34.22214563784940111 0),BOAZ 4 1,Buses,-86.08047525,34.22214564,28663
PointZ (-86.07615524932710116 34.22333631037390234 0),BOAZ 4 2,Buses,-86.07615525,34.22333631,28664
PointZ (-86.24601227791990254 34.13752372880569652 0),BOAZ 5 1,Buses,-86.24601228,34.13752373,29018
PointZ (-88.70186455286770411 36.84607702878909663 0),BOAZ 6 1,Buses,-88.70186455,36.84607703,33230
PointZ (-80.25582201883119637 26.41495044236100043 0),BOCA RATON 1 1,Buses,-80.25582202,26.41495044,27817
PointZ (-80.06796289930629484 26.38872110124760084 0),BOCA RATON 2 1,Buses,-80.0679629,26.3887211,27818
PointZ (-80.06364289930630207 26.38678616211209871 0),BOCA RATON 2 2,Buses,-80.0636429,26.38678616,27819
PointZ (-80.21176268221080363 26.3473375567275987 0),BOCA RATON 3 1,Buses,-80.21176268,26.34733756,27820
PointZ (-80.18635007288790462 26.29930919744429829 0),BOCA RATON 4 1,Buses,-80.18635007,26.2993092,27821
PointZ (-80.18635007288790462 26.29479079203530034 0),BOCA RATON 4 2,Buses,-80.18635007,26.29479079,27822
PointZ (-80.17699007288790369 26.29472623929190078 0),BOCA RATON 4 3,Buses,-80.17699007,26.29472624,27823
PointZ (-80.17915007288789297 26.29414528983999944 0),BOCA RATON 4 4,Buses,-80.17915007,26.29414529,27824
PointZ (-80.17915007288789297 26.29866372273900055 0),BOCA RATON 4 5,Buses,-80.17915007,26.29866372,27825
PointZ (-80.16837104078039999 26.41903241954780057 0),BOCA RATON 5 1,Buses,-80.16837104,26.41903242,27826
PointZ (-80.16317445789779583 26.39383156026419996 0),BOCA RATON 6 1,Buses,-80.16317446,26.39383156,27827
PointZ (-80.21935246234220074 26.3729880444811009 0),BOCA RATON 7 1,Buses,-80.21935246,26.37298804,27828
PointZ (-80.12787553870799684 26.31949877270459837 0),BOCA RATON 8 1,Buses,-80.12787554,26.31949877,27829
PointZ (-80.22259976188729524 27.30334170059990129 0),BOCA RATON 9 1,Buses,-80.22259976,27.3033417,28341
PointZ (-80.21539976188729781 27.29886311538389876 0),BOCA RATON 9 2,Buses,-80.21539976,27.29886312,28342
PointZ (-80.22259976188729524 27.29438434716810136 0),BOCA RATON 9 3,Buses,-80.22259976,27.29438435,28343
PointZ (-80.22475976188729874 27.3045572829438008 0),BOCA RATON 9 4,Buses,-80.22475976,27.30455728,28344
PointZ (-80.22475976188729874 27.30327771928930147 0),BOCA RATON 9 5,Buses,-80.22475976,27.30327772,28345
PointZ (-80.21539976188729781 27.30398148274500159 0),BOCA RATON 9 6,Buses,-80.21539976,27.30398148,28346
PointZ (-80.22259976188729524 27.29886311306919922 0),BOCA RATON 9 8,Buses,-80.22259976,27.29886311,28347
PointZ (-94.29880247733559884 42.93479323374249645 0),BODE 1,Buses,-94.29880248,42.93479323,53231
PointZ (-89.86954110899149839 30.83116216226250117 0),BOGALUSA 1 1,Buses,-89.86954111,30.83116216,60736
PointZ (-89.86522110899150562 30.83239865310369865 0),BOGALUSA 1 2,Buses,-89.86522111,30.83239865,60737
PointZ (-89.94495077193360544 30.74977131476330072 0),BOGALUSA 2 1,Buses,-89.94495077,30.74977131,60738
PointZ (-89.97491674320059474 30.68576286593900093 0),BOGALUSA 3 1,Buses,-89.97491674,30.68576287,60739
PointZ (-89.97059674320060196 30.68885873548860133 0),BOGALUSA 3 2,Buses,-89.97059674,30.68885874,60740
PointZ (-89.89013275894450317 30.72520915425879906 0),BOGALUSA 4 1,Buses,-89.89013276,30.72520915,60741
PointZ (-93.53809013329369293 39.55591808126590081 0),BOGARD 1,Buses,-93.53809013,39.55591808,57261
PointZ (-83.55871850480650664 33.91416275876090225 0),BOGART 1,Buses,-83.5587185,33.91416276,23799
PointZ (-90.46379101100110631 31.3577985134451005 0),BOGUE CHITTO 1 1,Buses,-90.46379101,31.35779851,30564
PointZ (-90.4656807886847929 31.4674939381445995 0),BOGUE CHITTO 2 1,Buses,-90.46568079,31.46749394,30565
PointZ (-77.16328472676299555 40.05742372802860274 0),BOILING SPRINGS 1 1,Buses,-77.16328473,40.05742373,12524
PointZ (-77.15896472676300277 40.0579748126848969 0),BOILING SPRINGS 1 2,Buses,-77.15896473,40.05797481,12525
PointZ (-81.92001105216810686 35.03071554346890082 0),BOILING SPRINGS 2 1,Buses,-81.92001105,35.03071554,23212
PointZ (-102.52683514459999969 36.7362702111025996 0),BOISE CITY 1,Buses,-102.5268351,36.73627021,62202
PointZ (-96.09075177928779965 33.77969961293479884 0),BOKCHITO 1 1,Buses,-96.09075178,33.77969961,62086
PointZ (-96.0799517792877964 33.78269180871770061 0),BOKCHITO 1 2,Buses,-96.07995178,33.78269181,62087
PointZ (-96.14635417365819592 33.87966874112839832 0),BOKCHITO 2 1,Buses,-96.14635417,33.87966874,62088
PointZ (-96.13555417365820688 33.87817435248140185 0),BOKCHITO 2 2,Buses,-96.13555417,33.87817435,62089
PointZ (-82.19961855044519439 26.57327847426959977 0),BOKEELIA 1,Buses,-82.19961855,26.57327847,27482
PointZ (-82.19529855044520161 26.57456634736950107 0),BOKEELIA 2,Buses,-82.19529855,26.57456635,27483
PointZ (-94.73175357696770504 35.12989335582650341 0),BOKOSHE 1,Buses,-94.73175358,35.12989336,62597
PointZ (-96.49633275206339533 35.54244206703359765 0),BOLEY 1,Buses,-96.49633275,35.54244207,62764
PointZ (-87.96863012684319472 32.72700493837680114 0),BOLIGEE 1,Buses,-87.96863013,32.72700494,29071
PointZ (-87.95783012684320568 32.72549066734919876 0),BOLIGEE 2,Buses,-87.95783013,32.72549067,29072
PointZ (-88.12403824305229705 41.72281828770059775 0),BOLINGBROOK 1 1,Buses,-88.12403824,41.72281829,43619
PointZ (-87.99853015191800409 41.78885680779330158 0),BOLINGBROOK 2 1,Buses,-87.99853015,41.78885681,43620
PointZ (-88.1338984453662988 41.7391557722253026 0),BOLINGBROOK 3 1,Buses,-88.13389845,41.73915577,43621
PointZ (-88.13507005391279847 41.69512678861409682 0),BOLINGBROOK 4 1,Buses,-88.13507005,41.69512679,43622
PointZ (-88.05366486318709462 41.76447005937969692 0),BOLINGBROOK 5 1,Buses,-88.05366486,41.76447006,43623
PointZ (-88.05204486318710622 41.76406727868540258 0),BOLINGBROOK 5 2,Buses,-88.05204486,41.76406728,43624
PointZ (-78.12842898270369574 42.07160820467120033 0),BOLIVAR 1 1,Buses,-78.12842898,42.0716082,7443
PointZ (-78.12410898270370296 42.07000480211269888 0),BOLIVAR 1 2,Buses,-78.12410898,42.0700048,7444
PointZ (-79.14793627199590276 40.40306074401269854 0),BOLIVAR 2 1,Buses,-79.14793627,40.40306074,15750
PointZ (-79.15530130436479794 40.33196858481409919 0),BOLIVAR 3 1,Buses,-79.1553013,40.33196858,15751
PointZ (-89.02494574760669366 35.26195253389129647 0),BOLIVAR 4 1,Buses,-89.02494575,35.26195253,31564
PointZ (-81.47237515941169761 40.63804686077590134 0),BOLIVAR 5 1,Buses,-81.47237516,40.63804686,37979
PointZ (-81.46805515941170484 40.63695412565250109 0),BOLIVAR 5 2,Buses,-81.46805516,40.63695413,37980
PointZ (-93.37624997109520564 37.60560312708469866 0),BOLIVAR 6 1,Buses,-93.37624997,37.60560313,58120
PointZ (-93.39329252522280456 37.70255237215310018 0),BOLIVAR 7 1,Buses,-93.39329253,37.70255237,58121
PointZ (-93.38897252522279757 37.70198270966560017 0),BOLIVAR 7 2,Buses,-93.38897253,37.70198271,58122
PointZ (-93.35313604457070369 37.6649420123334977 0),BOLIVAR 8 1,Buses,-93.35313604,37.66494201,58123
PointZ (-93.3488160445706967 37.66209220742820207 0),BOLIVAR 8 2,Buses,-93.34881604,37.66209221,58124
PointZ (-93.3488160445706967 37.66551195936060026 0),BOLIVAR 8 3,Buses,-93.34881604,37.66551196,58125
PointZ (-93.41802309445149888 37.66716391430509958 0),BOLIVAR 9 1,Buses,-93.41802309,37.66716391,58126
PointZ (-78.15316668493909447 33.98901773890349887 0),BOLIVIA 1,Buses,-78.15316668,33.98901774,19823
PointZ (-78.14884668493910169 33.99021169678390208 0),BOLIVIA 2,Buses,-78.14884668,33.9902117,19824
PointZ (-71.61989489709800694 42.3793411811727978 0),BOLTON 1 1,Buses,-71.6198949,42.37934118,3745
PointZ (-71.66164284922669481 42.44485962083670216 0),BOLTON 2 1,Buses,-71.66164285,42.44485962,4458
PointZ (-71.66245284922669612 42.44483969665569845 0),BOLTON 2 2,Buses,-71.66245285,42.4448397,4459
PointZ (-71.65894284922670465 42.44466038054419954 0),BOLTON 2 3,Buses,-71.65894285,42.44466038,4460
PointZ (-90.4697551381090932 32.46309875185019678 0),BOLTON 3 1,Buses,-90.46975514,32.46309875,30354
PointZ (-90.46543513810910042 32.46370623957130164 0),BOLTON 3 2,Buses,-90.46543514,32.46370624,30355
PointZ (-73.57962742633570485 43.64092902526739692 0),BOLTON LANDING 1,Buses,-73.57962743,43.64092903,9254
PointZ (-73.57530742633569787 43.64145007098110085 0),BOLTON LANDING 2,Buses,-73.57530743,43.64145007,9255
PointZ (-74.59573083970499852 44.90779006779460047 0),BOMBAY 1,Buses,-74.59573084,44.90779007,8159
PointZ (-87.26976324119590345 36.00196126219660187 0),BON AQUA 1,Buses,-87.26976324,36.00196126,31352
PointZ (-83.52458908914320546 32.5132909763052993 0),BONAIRE 1 1,Buses,-83.52458909,32.51329098,25304
PointZ (-83.52026908914319847 32.51389812524180201 0),BONAIRE 1 2,Buses,-83.52026909,32.51389813,25305
PointZ (-83.64645804657030226 32.53282075687869934 0),BONAIRE 2 1,Buses,-83.64645805,32.53282076,25306
PointZ (-83.57209657647649692 32.63674000635219841 0),BONAIRE 3 1,Buses,-83.57209658,32.63674001,25307
PointZ (-88.38021454331240534 44.78303756459889939 0),BONDUEL 1,Buses,-88.38021454,44.78303756,47827
PointZ (-88.37589454331239835 44.78252652215640239 0),BONDUEL 2,Buses,-88.37589454,44.78252652,47828
PointZ (-93.41568792262600596 41.70351328922180301 0),BONDURANT 1 1,Buses,-93.41568792,41.70351329,53870
PointZ (-93.46567722018829727 41.65108423308829799 0),BONDURANT 2 1,Buses,-93.46567722,41.65108423,53871
PointZ (-93.4613572201883045 41.65054624360679725 0),BONDURANT 2 2,Buses,-93.46135722,41.65054624,53872
PointZ (-73.00191409667880293 43.17769572224649721 0),BONDVILLE 1,Buses,-73.0019141,43.17769572,1984
PointZ (-98.97253035631000273 43.13791724693489726 0),BONESTEEL 1,Buses,-98.97253036,43.13791725,68268
PointZ (-85.78173084244970426 30.85938770662329844 0),BONIFAY 1 1,Buses,-85.78173084,30.85938771,25887
PointZ (-85.61554651690779849 30.84520113328069968 0),BONIFAY 2 1,Buses,-85.61554652,30.84520113,25888
PointZ (-85.66524130411559668 30.79096603619720085 0),BONIFAY 3 1,Buses,-85.6652413,30.79096604,25889
PointZ (-85.65444130411559343 30.78323436257759838 0),BONIFAY 3 2,Buses,-85.6544413,30.78323436,25890
PointZ (-85.65444130411559343 30.79405852710440072 0),BONIFAY 3 3,Buses,-85.6544413,30.79405853,25891
PointZ (-81.93604430499310354 26.44197346913630042 0),BONITA SPRINGS 1 1,Buses,-81.9360443,26.44197347,27248
PointZ (-81.93172430499309655 26.44261814393610166 0),BONITA SPRINGS 1 2,Buses,-81.9317243,26.44261814,27249
PointZ (-81.78011195056579652 26.35438493124220116 0),BONITA SPRINGS 2 1,Buses,-81.78011195,26.35438493,27484
PointZ (-81.82734855420899578 26.40697140048559888 0),BONITA SPRINGS 3 1,Buses,-81.82734855,26.4069714,27485
PointZ (-81.80663192211740409 26.32227135150170128 0),BONITA SPRINGS 4 1,Buses,-81.80663192,26.32227135,27486
PointZ (-81.8023119221173971 26.32291669471510076 0),BONITA SPRINGS 4 2,Buses,-81.80231192,26.32291669,27487
PointZ (-81.74885314004370684 26.36462706779979825 0),BONITA SPRINGS 5 1,Buses,-81.74885314,26.36462707,27488
PointZ (-90.44224382583729493 37.96226479396389664 0),BONNE TERRE 1 1,Buses,-90.44224383,37.96226479,55927
PointZ (-90.55726649402710393 37.97693989456040242 0),BONNE TERRE 2 1,Buses,-90.55726649,37.97693989,55928
PointZ (-90.54297942069379701 37.95506743374040326 0),BONNE TERRE 3 1,Buses,-90.54297942,37.95506743,55929
PointZ (-90.40833530575700649 38.02978891393610184 0),BONNE TERRE 4 1,Buses,-90.40833531,38.02978891,55930
PointZ (-79.84387874415389774 33.21999995047470122 0),BONNEAU 1,Buses,-79.84387874,33.21999995,22516
PointZ (-94.99012471476099506 39.03047305609160134 0),BONNER SPRINGS 1 1,Buses,-94.99012471,39.03047306,64529
PointZ (-94.98580471476100229 39.02823580458819919 0),BONNER SPRINGS 1 2,Buses,-94.98580471,39.0282358,64530
PointZ (-94.98580471476100229 39.03103235689069805 0),BONNER SPRINGS 1 3,Buses,-94.98580471,39.03103236,64531
PointZ (-94.86386448957389916 39.04884152741429659 0),BONNER SPRINGS 2 1,Buses,-94.86386449,39.04884153,64532
PointZ (-94.9477792908985947 39.10651105332959787 0),BONNER SPRINGS 3 1,Buses,-94.94777929,39.10651105,64533
PointZ (-94.94615929089860629 39.1067205658170991 0),BONNER SPRINGS 3 2,Buses,-94.94615929,39.10672057,64534
